"Time,""Voltage[V]"",""ε Voltage[V]"",""Current[µA]"",""ε Current[µA]"",""Pressure[Pa]"",""ε Pressure[Pa]"""
"2022-11-16 16:56:32.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.17"",""0.00001"""
"2022-11-16 16:56:33.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.17"",""0.00001"""
"2022-11-16 16:56:34.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.16"",""0.00001"""
"2022-11-16 16:56:35.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.16"",""0.00001"""
"2022-11-16 16:56:36.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.16"",""0.00001"""
"2022-11-16 16:56:37.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.16"",""0.00001"""
"2022-11-16 16:56:38.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.16"",""0.00001"""
"2022-11-16 16:56:39.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.16"",""0.00001"""
"2022-11-16 16:56:40.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.16"",""0.00001"""
"2022-11-16 16:56:41.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.16"",""0.00001"""
"2022-11-16 16:56:42.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.16"",""0.00001"""
"2022-11-16 16:56:43.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.16"",""0.00001"""
"2022-11-16 16:56:44.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.15"",""0.00001"""
"2022-11-16 16:56:45.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.15"",""0.00001"""
"2022-11-16 16:56:46.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.15"",""0.00001"""
"2022-11-16 16:56:47.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.15"",""0.00001"""
"2022-11-16 16:56:48.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.15"",""0.00001"""
"2022-11-16 16:56:49.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.15"",""0.00001"""
"2022-11-16 16:56:50.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.15"",""0.00001"""
"2022-11-16 16:56:51.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.15"",""0.00001"""
"2022-11-16 16:56:52.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.15"",""0.00001"""
"2022-11-16 16:56:53.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.15"",""0.00001"""
"2022-11-16 16:56:54.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.15"",""0.00001"""
"2022-11-16 16:56:55.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.14"",""0.00001"""
"2022-11-16 16:56:56.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.14"",""0.00001"""
"2022-11-16 16:56:57.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.14"",""0.00001"""
"2022-11-16 16:56:58.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.14"",""0.00001"""
"2022-11-16 16:56:59.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.14"",""0.00001"""
"2022-11-16 16:57:00.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.14"",""0.00001"""
"2022-11-16 16:57:01.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.14"",""0.00001"""
"2022-11-16 16:57:02.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.14"",""0.00001"""
"2022-11-16 16:57:03.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.14"",""0.00001"""
"2022-11-16 16:57:04.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.14"",""0.00001"""
"2022-11-16 16:57:05.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.14"",""0.00001"""
"2022-11-16 16:57:06.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.14"",""0.00001"""
"2022-11-16 16:57:07.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.14"",""0.00001"""
"2022-11-16 16:57:08.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.13"",""0.00001"""
"2022-11-16 16:57:09.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.13"",""0.00001"""
"2022-11-16 16:57:10.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.13"",""0.00001"""
"2022-11-16 16:57:11.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.13"",""0.00001"""
"2022-11-16 16:57:12.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.13"",""0.00001"""
"2022-11-16 16:57:13.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.13"",""0.00001"""
"2022-11-16 16:57:14.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.13"",""0.00001"""
"2022-11-16 16:57:15.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.13"",""0.00001"""
"2022-11-16 16:57:16.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.13"",""0.00001"""
"2022-11-16 16:57:17.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.13"",""0.00001"""
"2022-11-16 16:57:18.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.13"",""0.00001"""
"2022-11-16 16:57:19.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.13"",""0.00001"""
"2022-11-16 16:57:20.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.13"",""0.00001"""
"2022-11-16 16:57:21.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.13"",""0.00001"""
"2022-11-16 16:57:22.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.13"",""0.00001"""
"2022-11-16 16:57:23.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.13"",""0.00001"""
"2022-11-16 16:57:24.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.13"",""0.00001"""
"2022-11-16 16:57:25.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.12"",""0.00001"""
"2022-11-16 16:57:26.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.12"",""0.00001"""
"2022-11-16 16:57:27.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.12"",""0.00001"""
"2022-11-16 16:57:28.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.12"",""0.00001"""
"2022-11-16 16:57:29.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.12"",""0.00001"""
"2022-11-16 16:57:30.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.12"",""0.00001"""
"2022-11-16 16:57:31.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.12"",""0.00001"""
"2022-11-16 16:57:32.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.12"",""0.00001"""
"2022-11-16 16:57:33.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.12"",""0.00001"""
"2022-11-16 16:57:34.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.12"",""0.00001"""
"2022-11-16 16:57:35.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.12"",""0.00001"""
"2022-11-16 16:57:36.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.12"",""0.00001"""
"2022-11-16 16:57:37.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.12"",""0.00001"""
"2022-11-16 16:57:38.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.12"",""0.00001"""
"2022-11-16 16:57:39.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.12"",""0.00001"""
"2022-11-16 16:57:40.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.12"",""0.00001"""
"2022-11-16 16:57:41.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.12"",""0.00001"""
"2022-11-16 16:57:42.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.12"",""0.00001"""
"2022-11-16 16:57:43.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.12"",""0.00001"""
"2022-11-16 16:57:44.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.12"",""0.00001"""
"2022-11-16 16:57:45.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.12"",""0.00001"""
"2022-11-16 16:57:46.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.12"",""0.00001"""
"2022-11-16 16:57:47.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.12"",""0.00001"""
"2022-11-16 16:57:48.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.11"",""0.00001"""
"2022-11-16 16:57:49.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.11"",""0.00001"""
"2022-11-16 16:57:50.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.11"",""0.00001"""
"2022-11-16 16:57:51.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.11"",""0.00001"""
"2022-11-16 16:57:52.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.11"",""0.00001"""
"2022-11-16 16:57:53.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.11"",""0.00001"""
"2022-11-16 16:57:54.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.11"",""0.00001"""
"2022-11-16 16:57:55.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.11"",""0.00001"""
"2022-11-16 16:57:56.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.11"",""0.00001"""
"2022-11-16 16:57:57.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.11"",""0.00001"""
"2022-11-16 16:57:58.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.11"",""0.00001"""
"2022-11-16 16:57:59.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.11"",""0.00001"""
"2022-11-16 16:58:00.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.11"",""0.00001"""
"2022-11-16 16:58:01.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.11"",""0.00001"""
"2022-11-16 16:58:02.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.11"",""0.00001"""
"2022-11-16 16:58:03.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.11"",""0.00001"""
"2022-11-16 16:58:04.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.11"",""0.00001"""
"2022-11-16 16:58:05.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.11"",""0.00001"""
"2022-11-16 16:58:06.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.11"",""0.00001"""
"2022-11-16 16:58:07.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.11"",""0.00001"""
"2022-11-16 16:58:08.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.11"",""0.00001"""
"2022-11-16 16:58:09.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.11"",""0.00001"""
"2022-11-16 16:58:10.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.11"",""0.00001"""
"2022-11-16 16:58:11.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.11"",""0.00001"""
"2022-11-16 16:58:12.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.11"",""0.00001"""
"2022-11-16 16:58:13.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.11"",""0.00001"""
"2022-11-16 16:58:14.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.11"",""0.00001"""
"2022-11-16 16:58:15.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.11"",""0.00001"""
"2022-11-16 16:58:16.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.11"",""0.00001"""
